diagnosis_code,en_name ,ar_name ,category
,"Circadian rhythm sleep-wake disorders, unspecified","اضطرابات النوم والاستيقاظ الإيقاعي اليومي ، غير محددة","Nonorganic
sleep disorder"
,Restless legs syndrome,متلازمة تململ الساقين,"Nonorganic sleep
disorder"
,Periodic limb movement disorder,اضطراب حركة الأطراف الدوري,"Nonorganic sleep
disorder"
,Sleep-related leg cramps,تقلصات الساق المرتبطة بالنوم,"Nonorganic
sleep disorder"
,Sleep-related bruxism,صرير الأسنان المرتبط بالنوم,"Nonorganic
sleep disorder"
,Sleep-related rhythmic movement disorder,اضطراب الحركة الإيقاعية المرتبط بالنوم,"Nonorganic sleep
disorder"
,Benign sleep myoclonus of infancy,الرمع العضلي النومي الحميد في مرحلة الطفولة,"Nonorganic sleep
disorder"
,Propriospinal myoclonus at sleep onset,الرمع العضلي النخاعي عند بداية النوم,"Nonorganic
sleep disorder"
,Sleep-related movement disorder due to a medical condition,اضطراب الحركة المرتبط بالنوم بسبب حالة طبية,"Nonorganic sleep
disorder"
,Sleep-related movement disorder due to a medication or substance,اضطراب الحركة المرتبط بالنوم بسبب دواء أو مادة,"Nonorganic sleep
disorder"
,Other specified sleep-related movement disorders,اضطرابات الحركة الأخرى المرتبطة بالنوم,"Nonorganic
sleep disorder"
,"Sleep-related movement disorders, unspecified","اضطرابات الحركة المرتبطة بالنوم ، غير المحددة تقريبا","Nonorganic sleep
disorder"
,Disorders of arousal from non-REM sleep,اضطرابات الإثارة من نوم غير حركة العين السريعة,"Nonorganic sleep
disorder"
,Confusional arousals,الإثارة الارتباكية,"Nonorganic sleep
disorder"
,Sleepwalking disorder,اضطراب المشي أثناء النوم,"Nonorganic
sleep disorder"
,Sleep-related eating disorder,اضطراب الأكل المرتبط بالنوم,"Nonorganic sleep
disorder"
,Other specified disorders of arousal from non- REM sleep,اضطرابات أخرى محددة للإثارة من نوم حركة العين السريعة غير,"Nonorganic
sleep disorder"
,"Disorders of arousal from non-REM sleep, unspecified",اضطرابات الإثارة من نوم حركة العين السريعة غير المحددة تقريبا,"Nonorganic sleep
disorder"
,Parasomnias related to REM sleep,باراسومنيا المتعلقة بنوم حركة العين السريعة,"Nonorganic sleep
disorder"
,REM sleep behaviour disorder,اضطراب سلوك نوم حركة العين السريعة,"Nonorganic
sleep disorder"
,Recurrent isolated sleep paralysis,شلل النوم المعزول المتكرر,"Nonorganic
sleep disorder"
,Other specified parasomnias related to REM sleep,باراسومنيا محددة أخرى تتعلق بنوم حركة العين السريعة,"Nonorganic sleep
disorder"
,"Parasomnias related to REM sleep, unspecified","باراسومنيا المرتبطة بنوم حركة العين السريعة ، غير محددة تقريبا","Nonorganic sleep
disorder"
,Other parasomnias,باراسومنيا أخرى,"Nonorganic
sleep disorder"
,Hypnagogic exploding head syndrome,متلازمة الرأس الانفجار المنومة,"Nonorganic sleep
disorder"
,Sleep-related hallucinations,الهلوسة المرتبطة بالنوم,"Nonorganic sleep
disorder"
,Parasomnia disorder due to a medical condition,اضطراب باراسومنيا بسبب حالة طبية,"Nonorganic
sleep disorder"
,Parasomnia disorder due to a medication or substance,اضطراب باراسومنيا بسبب دواء أو مادة,"Nonorganic sleep
disorder"
,Other specified parasomnia disorders,اضطرابات باراسومنيا المحددة الأخرى,"Nonorganic sleep
disorder"
,"Parasomnia disorders, unspecified","اضطرابات باراسومنيا ، غير محددة تقريبا","Nonorganic sleep
disorder"
,Other specified sleep-wake disorders,اضطرابات النوم والاستيقاظ المحددة الأخرى,"Nonorganic
sleep disorder"
,"Sleep-wake disorders, unspecified",اضطرابات النوم والاستيقاظ غير المحددة تقريبا,"Nonorganic sleep
disorder"
,Secondary speech or language syndrome,متلازمة النطق أو اللغة الثانوية,Unspecified behavioral syndromes associated/ Disorders of speech
,Secondary dissociative syndrome,المتلازمة الانفصامية الثانوية,Unspecified behavioral syndromes associated
,Secondary impulse control syndrome,متلازمة التحكم في الانفعالات الثانوية,Unspecified behavioral syndromes associated
,Secondary catatonia syndrome,متلازمة الجامدة الثانوية,Unspecified behavioral syndromes associated
,Other specified secondary mental or behavioural syndrome,متلازمة عقلية أو سلوكية ثانوية محددة أخرى,Unspecified behavioral syndromes associated
,"Secondary mental or behavioural syndrome, unspecified",متلازمة عقلية أو سلوكية ثانوية غير محددة,Unspecified behavioral syndromes associated
,Secondary neurocognitive syndrome,المتلازمة العصبية المعرفية الثانوية,Unspecified behavioral syndromes associated
,Gender incongruence of adolescence or adulthood,التناقض بين الجنسين في مرحلة المراهقة أو البلوغ,"Gender
Identity disorders"
,Gender incongruence of childhood,التناقض بين الجنسين في الطفولة,"Gender
Identity disorders"
,"Gender incongruence, unspecified",التناقض بين الجنسين غير محدد,"Gender Identity
disorders"
,Disorders of intellectual development,اضطرابات النمو الفكري,Mental retardation
,"Disorder of intellectual development, mild","اضطراب في النمو الفكري ، خفيف",Mental retardation
,"Disorder of intellectual development, moderate","اضطراب في النمو الفكري ، معتدل",Mental retardation
,"Disorder of intellectual development, severe","اضطراب في النمو الفكري ، شديد",Mental retardation
,"Disorder of intellectual development, profound","اضطراب في التطور الفكري ، عميق",Mental retardation
,"Disorder of intellectual development, provisional","اضطراب في التطور الفكري ، مؤقت",Mental retardation
,"Disorders of intellectual development, unspecified",اضطرابات النمو الفكري غير المحددة,Mental retardation
,Tics associated with developmental disorders,التشنجات اللاإرادية المرتبطة باضطرابات النمو,Mental retardation
,Special screening examination for mental or behavioural disorders,فحص خاص للاضطرابات العقلية أو السلوكية,Mental retardation
,Other specified autism spectrum disorder,اضطراب طيف التوحد المحدد الآخر,Mental retardation
,Family history of mental or behavioural disorder,تاريخ عائلي للإصابة بالاضطراب العقلي أو السلوكي,Mental retardation
,Genetic syndromes with hypertrichosis,المتلازمات الوراثية مع فرط الشعر,Mental retardation
,Inherited retinal dystrophies,ضمور الشبكية الوراثي,Mental retardation
,Syndromes with microcephaly as a major feature,متلازمات صغر الرأس كسمة رئيسية,Mental retardation
,Other specified syndromic genetic deafness,الصمم الوراثي المتلازمي المحدد الآخر,Mental retardation
,Developmental speech or language disorders,اضطرابات النطق أو اللغة النمائية,"Specific developme ntal disorders of speech and
language"
,Developmental speech sound disorder,اضطراب صوت الكلام النمائي,"Specific developme ntal disorders of speech and
language"
,Developmental speech fluency disorder,اضطراب طلاقة الكلام التنموي,"Specific developme ntal disorders of speech and
language"
,Other specified developmental speech or language disorders,اضطرابات النطق أو اللغة النموية الأخرى المحددة,"Specific developme ntal disorders of speech and
language"
,"Dissociative neurological symptom disorder, with speech disturbance","اضطراب الأعراض العصبية الانفصامية ، مع اضطراب الكلام","Specific developme ntal disorders of speech and
language"
,Speech disturbances,اضطرابات الكلام,"Specific developme ntal disorders of speech and
language"
,Other specified speech disturbances,اضطرابات الكلام المحددة الأخرى,"Specific developme ntal disorders of speech and
language"
,"Speech disturbances, unspecified",اضطرابات الكلام غير المحددة,"Specific developme ntal disorders of speech and
language"
,Speech dysfluency,ضعف طلاقة الكلام,"Specific developme ntal disorders of speech and
language"
