International non-proprietary name (INN)-8-mg/4ml-Dosage form,Proprietary (Trade) name,Prescribing level,Pre-AuthorizationProtocol
Elemental Iron+ Folic Acid+ Vitamin B12 (Cyanocobalamin)  58.7/600/2.6 Orally,Irolamine 30 cap,طبيب أسرة,Protocol
Elemental Iron+ Folic Acid+ Vitamin B12 (Cyanocobalamin)  58.7/600/2.6 Orally,Irolamine 10 cap,طبيب أسرة,Protocol
Omega 3 20/250/1277 Orally,OMEGA RX 60 tab,طبيب أسرة,Protocol
Omega 3 1000/Orally,super omega 1000 mg. 30 cap.,طبيب أسرة,Protocol
Omega 3 1000/Orally,super omega 1000 mg. 10 cap.,طبيب أسرة,Protocol
Omega 3 1200/19Orally,Zandros 1200 mg. 20 cap.,طبيب أسرة,Protocol
Omega 3 1200/19Orally,Zandros 1200 mg. 10 cap.,طبيب أسرة,Protocol
Omega 3 1000/100Orally,Omega-3 Plus 30 cap,طبيب أسرة,Protocol
Omega 3 1000/100Orally,Omega-3 Plus 10 cap,طبيب أسرة,Protocol
Ferrous + Folic acid NA/Orally,Intrafer 30 tab,طبيب أسرة,Protocol
Ferrous + Folic acid NA/Orally,Intrafer 10 tab,طبيب أسرة,Protocol
Calcium + iron 1500/5Orally,INFAPRO 30 tab,طبيب أسرة,Protocol
Calcium + iron 1500/5Orally,INFAPRO 10 tab,طبيب أسرة,Protocol
Multivitamin 2/25/25 Orally,Vitifect 120 ml syrup ,طبيب أسرة,No
Multivitamin 2000/200/1 Orally,Marvit 100 ml syrup,طبيب أسرة,No
Multivitamin 1800/400/30 Orally,ELBAVIT PINEAPPLE 60 ml syrup,طبيب أسرة,No
Zinc Sulphate 10/Orally,SULFOZINC 10 mg5 ml 80 ml powder for suspension ,طبيب أسرة,No
Zinc Sulphate 10/Orally,ZINC 10 mg5 ml 80 ml Syrup ,طبيب أسرة,No
Zinc Sulphate 20/Orally,SULFOZINC 20 mg5 ml 80 ml powder for suspension,طبيب أسرة,No
Zinc Sulphate 20/Orally,ZINCORHEA 20 mg5 ml 80 ml Syrup,طبيب أسرة,No
Carnitine 1.5/Orally,L-Carnitine 1.5 gm/5ml 60 ml syrup,أخصائي,Protocol
Carnitine 1.5/Orally,L-Carnitine 1.5 gm/5ml 30 ml syrup,أخصائي,Protocol
Carnitine 350/Orally,L-Carntine 350 mg 20 Cap.,أخصائي,Protocol
Carnitine 350/Orally,L-Carntine 350 mg 10 Cap.,أخصائي,Protocol
Carnitine + Zinc 1000/50Orally,L-Carnitine Plus 20 tab,أخصائي,Protocol
Carnitine + Zinc 1000/50Orally,L-Carnitine Plus 10 tab,أخصائي,Protocol
Carnitine + Zinc 1000/7.17Orally,CARNIVITA FORTE 30  tab,أخصائي,Protocol
Carnitine + Zinc 1000/7.17Orally,CARNIVITA FORTE 10 tab,أخصائي,Protocol
Oral rehydration salts 0.52/2.7/0.58 Orally,LOHYDRAN powder 10 sachets,طبيب أسرة,No
Oral rehydration salts 0.52/2.7/0.58 Orally,LOHYDRAN powder 1 sachet,طبيب أسرة,No
Oral rehydration salts 0.52/2.7/0.58 Orally,HYDRAL powder 6 sachets,طبيب أسرة,No
Oral rehydration salts 0.52/2.7/0.58 Orally,HYDRAL powder 1 sachet,طبيب أسرة,No
Oral rehydration salts 0.52/2.7/0.58 Orally,ORS powder 10 sachets,طبيب أسرة,No
Oral rehydration salts 0.52/2.7/0.58 Orally,ORS powder 1 sachet,طبيب أسرة,No
Polystyrene sulfonate 454/Orally,Resinokaten 454 gm Powder for Oral/Rectal Suspension ,أخصائي,Protocol
Potassium Chloride 600/Orally,Geo Pota-K 600 SR 10 tab,أخصائي,No
Potassium Chloride 3.3/Orally,Potassium - M 120 ml syrup,أخصائي,No
Cyclosporin 100/Orally,Sandimmun Neoral  500 mg/5ml 50 ml oral solution,استشاري,No
Cyclosporin 25/Orally,ARPIMUNE ME 25 mg 50 cap,استشاري,No
Cyclosporin 25/Orally,ARPIMUNE ME 25 mg 5 cap,استشاري,No
Cyclosporin 25/Orally,SANDIMMUN NEORAL 25 mg 50 cap,استشاري,No
Cyclosporin 25/Orally,SANDIMMUN NEORAL 25 mg 5 cap,استشاري,No
Cyclosporin 50/Orally,ARPIMUNE ME 50 mg 50 cap,استشاري,No
Cyclosporin 50/Orally,ARPIMUNE ME 50 mg 5 cap,استشاري,No
Cyclosporin 50/Orally,Sandimmun Neoral 50 mg 50 cap,استشاري,No
Cyclosporin 50/Orally,Sandimmun Neoral 50 mg 5 cap,استشاري,No
Cyclosporin 100/Orally,ARPIMUNE ME 100 mg 50 cap,استشاري,No
Cyclosporin 100/Orally,ARPIMUNE ME 100 mg 5 cap,استشاري,No
Cyclosporin 100/Orally,Sandimmun Neoral 100 mg 50 cap,استشاري,No
Cyclosporin 100/Orally,Sandimmun Neoral 100 mg 5 cap,استشاري,No
Azathioprine 50/Orally,AZATHIOPRINE 50 mg 30 tab.,استشاري,No
Azathioprine 50/Orally,AZATHIOPRINE 50 mg 10 tab.,استشاري,No
Azathioprine 50/Orally,AZATHIOPRINE 50 mg 100 tab.,استشاري,No
Azathioprine 50/Orally,Imuran 50 mg. 100 tab.,استشاري,No
Sirolimus 1/Orally,RAPAMUNE 1mg 30 tab.,استشاري,Protocol
Sirolimus 1/Orally,RAPAMUNE 1mg 10 tab.,استشاري,Protocol
"Filgrastim 300/I.V, S.C",GENELEUKIM 300 mcg/ml 5 vials,استشاري,Protocol
"Filgrastim 300/I.V, S.C",GENELEUKIM 300 mcg/ml vial,استشاري,Protocol
"Filgrastim 0.6/I.V, S.C",Zarzio 0.3 mg/0.5 ml 5 PFS,استشاري,Protocol
"Filgrastim 0.6/I.V, S.C",Zarzio 0.3 mg/0.5 ml PFS,استشاري,Protocol
"Filgrastim 0.6/I.V, S.C",NEUPOGEN 0.3 mg/0.6 ml PFS,استشاري,Protocol
"Filgrastim 6/I.V, S.C",Neulastim 6 mg/0.6 ml PFS,استشاري,Protocol
Mycophenolate Mofetil 250/Orally,Enolotax 250 mg 50 cap.,استشاري,Protocol
Mycophenolate Mofetil 250/Orally,Enolotax 250 mg 10 cap.,استشاري,Protocol
Mycophenolate Mofetil 250/Orally,MOFETYL  250 mg 30 tab.,استشاري,Protocol
Mycophenolate Mofetil 250/Orally,MOFETYL  250 mg 10 tab.,استشاري,Protocol
Mycophenolate Mofetil 250/Orally,CELLCEPT 250mg  100 cap,استشاري,Protocol
Mycophenolate Mofetil 250/Orally,CELLCEPT 250mg  10 cap,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,Enolotax 500mg 50 tab,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,Enolotax 500mg 10 tab,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,MOFETYL  500 mg 30 tab.,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,MOFETYL 500 mg 10 tab.,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,Mycophenolate Mofetil Sandoz 500 mg 50 tab.,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,Mycophenolate Mofetil-Sandoz 500 mg 10 tab.,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,CELLCEPT 500mg  50 tab.,استشاري,Protocol
Mycophenolate Mofetil 500/Orally,CELLCEPT 500mg  10 tab.,استشاري,Protocol
Mycophenolate Sodium 180/Orally,MYFORTIC 180 mg 120 tab,استشاري,Protocol
Mycophenolate Sodium 180/Orally,MYFORTIC 180 mg 10 tab,استشاري,Protocol
Mycophenolate Sodium 360/Orally,MYFORTIC 360 mg 120 tab.,استشاري,Protocol
Mycophenolate Sodium 360/Orally,MYFORTIC 360 mg 10 tab.,استشاري,Protocol
Tacrolimus 0.5/Orally,adport 0.5 mg 100 cap,استشاري,Protocol
Tacrolimus 0.5/Orally,adport 0.5 mg 10 cap,استشاري,Protocol
Tacrolimus 0.5/Orally,Advagraf 0.5mg 50 cap,استشاري,Protocol
Tacrolimus 0.5/Orally,Advagraf 0.5mg 10 cap,استشاري,Protocol
Tacrolimus 0.5/Orally,Advagraf 0.5mg 100 cap,استشاري,Protocol
Tacrolimus 1/Orally,adport 1 mg 100 cap,استشاري,Protocol
Tacrolimus 1/Orally,adport 1 mg 10 cap,استشاري,Protocol
Tacrolimus 1/Orally,PROGRAF 1mg 100 cap,استشاري,Protocol
Tacrolimus 1/Orally,PROGRAF 1mg 1 cap,استشاري,Protocol
Tacrolimus 1/Orally,Advagraf 1mg 50 cap.,استشاري,Protocol
Tacrolimus 1/Orally,Advagraf 1mg 10 cap.,استشاري,Protocol
Tacrolimus 1/Orally,Advagraf 1 mg 100 cap.,استشاري,Protocol
Tacrolimus 3/Orally,Advagraf 3 mg 50 cap.,استشاري,Protocol
Tacrolimus 3/Orally,Advagraf 3 mg 100 cap.,استشاري,Protocol
Tacrolimus 3/Orally,Advagraf 3 mg 10 cap.,استشاري,Protocol
Tacrolimus 5/Orally,Advagraf 5 mg 50 cap.,استشاري,Protocol
Tacrolimus 5/Orally,Advagraf 5 mg 100 cap.,استشاري,Protocol
Tacrolimus 5/Orally,Advagraf 5 mg 10 cap.,استشاري,Protocol
Tretinoin 10/Orally,VESANOID 10mg 100 caps.        ,أخصائي,Protocol
Methoxsalen 10/Orally,ULTRA-MEDANINE  10 mg 20 cap,استشاري,Protocol
Methoxsalen 10/Orally,ULTRA-MEDANINE  10 mg 10 cap,استشاري,Protocol
Vinorelbine 20/Orally,NAVELBINE 20 mg 1 cap,استشاري,Conditional pre-authorization
Vinorelbine 30/Orally,NAVELBINE 30 mg 1 cap,استشاري,Conditional pre-authorization
Etoposide 50/Orally,Vepesid 50 mg 20 cap,استشاري,No
"Methotrexate 50/I.M, I.V, I.V infusion",Unitrexate 50mg/2ml vial,استشاري,No
"Methotrexate 50/I.M, I.V, I.V infusion",Unitrexate 500 mg/20ml vial,استشاري,No
Methotrexate 2.5/Orally,METHOTREXAT EBEWE 2.5 mg 50 tab,استشاري,No
Olaparib 100/Orally,Lynparza 100 mg 56 tab,استشاري,Pre-authorization
Olaparib 150/Orally,Lynparza 150 mg 56 tab,استشاري,Pre-authorization
Cyclophosphamide 50/Orally,ENDOXAN 50 mg 50 tab,أخصائي,No
Hydroxycarbamide (Hydroxyurea) 500/Orally,CYTODROX 500 mg. 100 cap.,أخصائي,No
Hydroxycarbamide (Hydroxyurea) 500/Orally,CYTODROX 500 mg. 10 cap.,أخصائي,No
Hydroxycarbamide (Hydroxyurea) 500/Orally,Syrea 500 mg. 10 cap.,أخصائي,No
Hydroxycarbamide (Hydroxyurea) 500/Orally,Syrea 500 mg. 50 cap.,أخصائي,No
Hydroxycarbamide (Hydroxyurea) 500/Orally,Syrea 500 mg. 100 cap.,أخصائي,No
Busulfan 2/Orally,Busulmax 2 mg 25 tab,أخصائي,No
Chlorambucil 2.1/Orally,LEUKERAN 2 mg 25 tab,أخصائي,No
Melphalan 2/Orally,ALKERAN 2 mg 25 tab.,أخصائي,No
Capecitabine 500/Orally,Capecitagit 500 mg. 120 tab.,أخصائي,No
Capecitabine 500/Orally,Capecitagit 500 mg. 10 tab.,أخصائي,No
Capecitabine 500/Orally,Capecitabine Accord 500 mg. 120 tab.,أخصائي,No
Capecitabine 500/Orally,Capecitabine Accord 500 mg. 10 tab.,أخصائي,No
Venetoclax 100/Orally,Venclexta 100 mg 120 tablet,استشاري,Pre-authorization
Mercaptopurine 50/Orally,Purinethol-GSK 50 mg 25 tab.,أخصائي,No
Temozolomide 20/Orally,Chemtheraz 20 mg  5 cap,استشاري,Pre-authorization
Temozolomide 20/Orally,TEMODAL 20 mg 5 cap,استشاري,Pre-authorization
Temozolomide 20/Orally,TEMODAL 20 mg 1 cap,استشاري,Pre-authorization
Temozolomide 100/Orally,Chemtheraz 100 mg 5 cap,استشاري,Pre-authorization
Temozolomide 100/Orally,TEMODAL 100 mg 5 cap,استشاري,Pre-authorization
Temozolomide 100/Orally,TEMODAL 100 mg 1 cap,استشاري,Pre-authorization
Temozolomide 250/Orally,Temodal 250 mg 5 cap,استشاري,Pre-authorization
Temozolomide 250/Orally,Temodal 250 mg 1 cap,استشاري,Pre-authorization
Imatinib 100/Orally,Carcemia 100 mg 30 tab,استشاري,Protocol
Imatinib 100/Orally,Carcemia 100 mg 10 tab,استشاري,Protocol
Imatinib 100/Orally,GLIVEC 100 mg 120 cap,استشاري,Protocol
Imatinib 100/Orally,GLIVEC 100 mg 12 cap,استشاري,Protocol
Imatinib 400/Orally,Carcemia 400 mg 30 tab,استشاري,Protocol
Imatinib 400/Orally,Carcemia 400 mg 10 tab,استشاري,Protocol
Imatinib 400/Orally,GLIVEC 400 mg 30 tab,استشاري,Protocol
Imatinib 400/Orally,GLIVEC 400 mg 10 tab,استشاري,Protocol
Everolimus 5/Orally,Evralicare 5 mg 10 tab,استشاري,Pre-authorization
Everolimus 5/Orally,Evralicare 5 mg 30 tab,استشاري,Pre-authorization
Everolimus 5/Orally,AFINITOR 5 mg 30 tab,استشاري,Pre-authorization
Everolimus 10/Orally,AFINITOR 10 mg 30 tab,استشاري,Pre-authorization
Everolimus 0.25/Orally,CERTICAN 0.25mg 60 tab,استشاري,Protocol
Everolimus 0.25/Orally,CERTICAN 0.25mg 10 tab,استشاري,Protocol
Everolimus 0.75/Orally,CERTICAN 0.75 mg 60 tab,استشاري,Protocol
Everolimus 0.75/Orally,CERTICAN 0.75 mg 10 tab,استشاري,Protocol
Sorafenib 200/Orally,NEXAVAR 200 mg 60 tab.,استشاري,Pre-authorization
Regorafenib  40/Orally,Stivarga 40 mg 84 tab.,استشاري,Pre-authorization
Sunitinib 12.5/Orally,Suninevel 12.5 mg 28 cap,استشاري,Pre-authorization
Sunitinib 12.5/Orally,Sutent 12.5 mg 28 cap,استشاري,Pre-authorization
Sunitinib 50/Orally,Suninevel 50mg  28 cap,استشاري,Pre-authorization
Sunitinib 50/Orally,Sutent 50 mg 28 cap,استشاري,Pre-authorization
Dasatinib 50/Orally,Dasiword 50 mg 60 tab,استشاري,Pre-authorization
Dasatinib 50/Orally,Dasatinib Synthon 50 mg 60 tab,استشاري,Pre-authorization
Dasatinib 50/Orally,Sprycel 50 mg 60 tab,استشاري,Pre-authorization
Nilotinib 150/Orally,TASIGNA 150 mg 28 cap,استشاري,Pre-authorization
Nilotinib 200/Orally,TASIGNA 200 mg 28 cap.,استشاري,Pre-authorization
Pazopanib 200/Orally,VOTRIENT 200 mg 30 tab.,استشاري,Pre-authorization
Pazopanib 400/Orally,VOTRIENT 400 mg 30 tab.,استشاري,Pre-authorization
Gefitinib 250/Orally,Gefitinib Hexal 250 mg 30 tab.,استشاري,Conditional Pre-authorization
Gefitinib 250/Orally,IRESSA 250 mg 30 tab.,استشاري,Conditional Pre-authorization
Ibrutinib 140/Orally,Imbruvica 140 mg 90 cap.,استشاري,Pre-authorization
Acalabrutinib 100/Orally,Calquence 100 mg 60 cap.,استشاري,Pre-authorization
Ixazomib 4/Orally,Ninlaro 4 mg 3 cap.,استشاري,pre-authorization
Lapatinib 250/Orally,Tykerb 250 mg 70 tab.,استشاري,Pre-authorization
Palbociclib 75/Orally,Ibrance 75 mg 21 cap.,استشاري,Pre-authorization
Palbociclib 100/Orally,Ibrance 100 mg 21 cap,استشاري,Pre-authorization
Palbociclib 125/Orally,Ibrance 125 mg 21 cap,استشاري,Pre-authorization
Ribociclib 200/Orally,Kisqali 200 mg 63 tab,استشاري,Pre-authorization
Abemaciclib  50/Orally,Verzenio 50 mg 14 tab,استشاري,Pre-authorization
Abemaciclib  100/Orally,Verzenio 100 mg  14 tab,استشاري,Pre-authorization
Abemaciclib  150/Orally,Verzenio 150 mg 14 tab,استشاري,Pre-authorization
Abemaciclib  200/Orally,Verzenio 200 mg 14 tab,استشاري,Pre-authorization
Crizotinib 250/Orally,Xalkori 250 mg 60 cap,استشاري,Pre-authorization
Ruxolitinib 5/Orally,Jakavi 5 mg 56 tab,استشاري,Pre-authorization
Ruxolitinib 15/Orally,Jakavi 15 mg 56 tab.,استشاري,Pre-authorization
Lenalidomide 5/Orally,Lenalidomide Synthon 5 mg 21 cap.,استشاري,Pre-authorization
Lenalidomide 5/Orally,Immunomide 5 mg 21 cap.,استشاري,Pre-authorization
Lenalidomide 25/Orally,Lenalidomide Synthon 25 mg 21 cap.,استشاري,Pre-authorization
Lenalidomide 25/Orally,Immunomide 25 mg 21 cap.,استشاري,Pre-authorization
Osimertinib 40/Orally,Tagrisso 40mg 30 tab.,استشاري,Pre-authorization
Osimertinib 80/Orally,Tagrisso 80mg 30 tab.,استشاري,Pre-authorization
Flutamide 250/Orally,ANDROXINE 250 mg 10 tab.,أخصائي,Protocol
Letrozole 2.5/Orally,Femapent 2.5 mg 14 tab.,أخصائي,Protocol
Letrozole 2.5/Orally,Femapent 2.5 mg 7 tab.,أخصائي,Protocol
Letrozole 2.5/Orally,Letrotume 2.5 mg 14 tab.,أخصائي,Protocol
Letrozole 2.5/Orally,Letrotume 2.5 mg 7tab.,أخصائي,Protocol
Letrozole 2.5/Orally,Trexozola 2.5 mg 10 tab.,أخصائي,Protocol
Letrozole 2.5/Orally,FEMARA 2.5 mg 30 tab.,أخصائي,Protocol
Letrozole 2.5/Orally,FEMARA 2.5 mg 10 tab.,أخصائي,Protocol
Tamoxifen 10/Orally,Tamoxifen 10mg 30 tab,أخصائي,Protocol
Tamoxifen 10/Orally,Tamoxifen 10mg 10 tab,أخصائي,Protocol
Tamoxifen 10/Orally,Nolvadex 10 mg 30 tab.,أخصائي,Protocol
Tamoxifen 10/Orally,Nolvadex 10 mg 10 tab.,أخصائي,Protocol
Tamoxifen 20/Orally,TAMOXIFEN  20 mg 20 tab,أخصائي,Protocol
Tamoxifen 20/Orally,TAMOXIFEN  20 mg 10 tab,أخصائي,Protocol
Anastrozole 1/Orally,ANASTRODEX 1 mg 30 tab.,أخصائي,Protocol
Anastrozole 1/Orally,ANASTRODEX 1 mg 10 tab.,أخصائي,Protocol
Anastrozole 1/Orally,ANASTROZOL SANDOZ 1 mg 30 tab,أخصائي,Protocol
Anastrozole 1/Orally,ANASTROZOL SANDOZ 1 mg 10 tab,أخصائي,Protocol
Anastrozole 1/Orally,ARIMIDEX 1 mg 28 tab,أخصائي,Protocol
Anastrozole 1/Orally,ARIMIDEX 1 mg 14 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Malignomide 50 mg 28 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Malignomide 50 mg 14tab,أخصائي,Protocol
Bicalutamide 50/Orally,Bicalutamide Pharmacare50 mg 30 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Bicalutamide Pharmacare 50 mg 10 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Bicalutamide EVA 50 mg 30 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Bicalutamide EVA 50 mg 10 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Biluron 50 mg 28 tab,أخصائي,Protocol
Bicalutamide 50/Orally,Biluron 50 mg 7 tab,أخصائي,Protocol
Bicalutamide 50/Orally,CASODEX 50 mg 28 tab,أخصائي,Protocol
Bicalutamide 50/Orally,CASODEX 50 mg 14tab,أخصائي,Protocol
Exemestane 25/Orally,Aromasin 25 mg 30 tab,استشاري,Protocol
Goserelin 10.8/S.C,Zoladex LA 10.8 mg 1 pfs,استشاري,Protocol
Triptorelin 0.1/S.C,DECAPEPTYL  0.1 mg /1 ml 7 PFS,أخصائي,Protocol
Triptorelin 0.1/S.C,DECAPEPTYL  0.1 mg /1 ml 1 PFS,أخصائي,Protocol
Abiraterone 250/Orally,Mantroxate 250 mg 120 tab.,استشاري,Pre-authorization
Abiraterone 500/Orally,Zytiga 500 mg 60 tab.,استشاري,Pre-authorization
Apalutamide 60/Orally,Erleada 60 mg 120 tab.,استشاري,Pre-authorization
Enzalutamide  40/Orally,Xtandi 40 mg 112 cap.,استشاري,Pre-authorization
Granisetron 1/Orally,Emetovoid 1 mg 10 tab,أخصائي,Protocol
Granisetron 2/Orally,Granitryl 2 mg 10 tab,أخصائي,Protocol
Granisetron 2/Orally,Granitryl 2 mg 5 tab,أخصائي,Protocol
Granisetron 1/Orally,Granitryl 1 mg/5ml 30ml syrup,أخصائي,Protocol
"Granisetron 1/Slow I.V, I.V infusion",Em-Ex 1 mg/ml 3 amp,أخصائي,Protocol
"Granisetron 1/Slow I.V, I.V infusion",Em-Ex 1 mg/ml amp,أخصائي,Protocol
"Granisetron 1/Slow I.V, I.V infusion", Granitryl 1 mg/ml 6 amp,أخصائي,Protocol
"Granisetron 1/Slow I.V, I.V infusion", Granitryl 1 mg/ml amp,أخصائي,Protocol
"Granisetron 3/Slow I.V, I.V infusion",Eupivora 3 mg/3ml 5 amp,أخصائي,Protocol
"Granisetron 3/Slow I.V, I.V infusion",Eupivora 3 mg/3ml amp,أخصائي,Protocol
"Granisetron 3/Slow I.V, I.V infusion",Granitryl 3 mg3ml 6 amp,أخصائي,Protocol
"Granisetron 3/Slow I.V, I.V infusion",Granitryl 3 mg3ml amp,أخصائي,Protocol
"Granisetron 3/Slow I.V, I.V infusion",Setronosunny 3 mg3ml 1 amp,أخصائي,Protocol
Ondansetron 4/Orally,Ondalenz 4 mg 5 oral film,أخصائي,Protocol
Ondansetron 4/Orally,Ondalenz 4 mg 1 oral film,أخصائي,Protocol
Ondansetron 8/Orally,Ondalenz 8 mg 5 oral film,أخصائي,Protocol
Ondansetron 8/Orally,Ondalenz 8 mg 1 oral film,أخصائي,Protocol
Ondansetron 8/Orally,Ondamitaflex 8 mg 10 tab,أخصائي,Protocol
Ondansetron 8/Orally,ZOFRAN 8 mg 10 tab,أخصائي,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Danasetron 4mg/2ml  5 amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Danasetron 4mg/2ml  amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Ondametic 4mg/2ml 5 amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Ondametic 4mg/2ml amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Vomifraton 4mg2ml 5 amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Vomifraton 4mg2ml amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Zofatrone 4 mg2 ml 3 amp,طبيب أسرة,Protocol
"Ondansetron 4/I.M, I.V, I.V infusion",Zofatrone 4 mg/2ml amp,طبيب أسرة,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Danset 8mg/4ml 3 amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Danset 8mg/4ml amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Danasetron 8mg/4ml 5 amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Danasetron 8mg/4ml amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Ondametic 8mg/4ml 5 amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Ondametic 8mg/4ml amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Vomifraton  8mg/4ml  5 amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Vomifraton  8mg/4ml amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Zofatrone 8 mg/4ml 3 amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",Zofatrone 8 mg/4ml amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",ZOFRAN 8mg/4ml  5 amp,أخصائي,Protocol
"Ondansetron 8/I.M, I.V, I.V infusion",ZOFRAN 8mg/4ml amp,أخصائي,Protocol
Aprepitant 80/Orally,EMEND 80 mg 3 cap.,أخصائي,Protocol
Baricitinib 2/Orally,Exliance 2 mg  28 tab,استشاري,Pre-authorization
Baricitinib 4/Orally,Baritava 4 mg 28 tab,استشاري,Pre-authorization
Etanercept 25/S.C,Enbrel 25 mg/ml 4 PFS,استشاري,Pre-authorization
Etanercept 25/S.C,Enbrel 25 mg/ml 1 PFS,استشاري,Pre-authorization
Etanercept 50/S.C,Enbrel 50mg 4 PFS,استشاري,Pre-authorization
Etanercept 50/S.C,Enbrel 50mg 1 PFS,استشاري,Pre-authorization
Golimumab 50/S.C,Simponi 50mg/0.5ml 1 PFP,استشاري,Pre-authorization
Adalimumab 20/S.C,Humira 20 mg (for Paediatrics) 20 mg/0.4 ml 2 PFP,استشاري,Pre-authorization
Adalimumab 20/S.C,Humira 20 mg (for Paediatrics) 20 mg/0.4 ml 1 PFP,استشاري,Pre-authorization
Adalimumab 40/S.C,Humira 40 mg/0.4 ml  Solution for injection 2 PFP,استشاري,Pre-authorization
Adalimumab 40/S.C,Humira 40 mg/0.4 ml  Solution for injection 1 PFP,استشاري,Pre-authorization
Adalimumab 40/S.C,hyrimoz 40 mg/0.8 ml 2 PFS,استشاري,Pre-authorization
Adalimumab 40/S.C,hyrimoz 40 mg/0.8 ml 1 PFS,استشاري,Pre-authorization
Adalimumab 40/S.C,Idacio 40 mg/0.4 ml 2 PFS,استشاري,Pre-authorization
Adalimumab 40/S.C,Idacio 40 mg/0.4 ml 1 PFS,استشاري,Pre-authorization
Adalimumab 40/S.C,Amgevita 40mg/0.8ml 2 PFP,استشاري,Pre-authorization
Adalimumab 40/S.C,Amgevita 40mg/0.8ml 1 PFP,استشاري,Pre-authorization
Adalimumab 40/S.C,Amgevita 40mg0.8ml 2 PFS,استشاري,Pre-authorization
Adalimumab 40/S.C,Amgevita 40mg0.8ml 1 PFS,استشاري,Pre-authorization
Secukinumab 150/S.C,Cosentyx 150 mg/ml 2 PFS,استشاري,Pre-authorization
Secukinumab 150/S.C,Cosentyx 150 mg/ml 1 PFS,استشاري,Pre-authorization
Guselkumab 100/S.C,Tremfya 100 mg/ml 1 PFS,استشاري,Pre-authorization
Tofacitinib 5/Orally,Xeljanz 5 mg 60 tab.,استشاري,Pre-authorization
Certolizumab 200/S.c,Cimzia 200mg/ml 2 PFS,استشاري,Pre-authorization
Risankizumab 75/S.C,Skyrizi 75 mg 2 PFS,استشاري,Pre-authorization
Upadacitinib 15/Orally,Rinvoq 15 mg 30 tab,استشاري,Pre-authorization
Abrocitinib  100/Orally,Cibinqo 100 mg 28 tab,استشاري,Pre-authorization
Abrocitinib  200/Orally,Cibinqo 200 mg 28 tab,استشاري,Pre-authorization
Dupilumab 200/S.C,Dupixent 200 mg 2 PFS,استشاري,Pre-authorization
Dupilumab 300/S.C,Dupixent 300 mg 2 PFS,استشاري,Pre-authorization
Omalizumab  150/S.C,XOLAIR 150mg vial,استشاري,Pre-authorization
Crisaborole 20/Topical,Staquis 30 gm Ointment ,أخصائي,Pre-authorization
Crisaborole 20/Topical,Marcrisa 30 gm Ointment,أخصائي,Pre-authorization
Crisaborole 20/Topical,Staquis 60 gm Ointment,أخصائي,Pre-authorization
Miglustat 100/Orally,Zavesca 100 mg 84 cap,استشاري,Pre-authorization
Miglustat 100/Orally,Miglustate 100 mg 84 cap,استشاري,Pre-authorization
Cinchocaine + Policresulen 10/50Rectal,"Hykomap 15 gm rectal Ointment
",طبيب أسرة,No
Hydrocortisone + Cinchocaine hydrochloride 5/5/10 Rectal,Sediproct 6 rectal supp,طبيب أسرة,No
Hydrocortisone + Cinchocaine hydrochloride 5/5Rectal,Sediproct 20 gm rectal cream,طبيب أسرة,No
Hydrocortisone + Dexamethasone Acetate + Calcium Dobesilate Monohydrate 20/0.25/40 Rectal,DOXIPROCT plus 30 gm rectal ointment ,طبيب أسرة,No
